qid,query,truth_ids,retrieved_ids,mrr,recall@1,recall@3,recall@5,recall@10,recall@30,lat_embed_ms,lat_retrieve_ms,lat_total_ms
q052,What are Weaviate vectorizer modules and how do they relate to embeddings?,['weaviate_vectorizer_modules_and_embeddings.md#0'],"['weaviate_vectorizer_modules_and_embeddings.md#0', 'weaviate_vectorizer_modules_and_embeddings.md#4', 'weaviate_vectorizer_modules_and_embeddings.md#5', 'weaviate_vectorizer_modules_and_embeddings.md#10', 'weaviate_vectorizer_modules_and_embeddings.md#6', 'weaviate_vectorizer_modules_and_embeddings.md#11', 'weaviate_vectorizer_modules_and_embeddings.md#3', 'weaviate_vectorizer_modules_and_embeddings.md#137', 'weaviate_vectorizer_modules_and_embeddings.md#142', 'weaviate_vectorizer_modules_and_embeddings.md#143', 'weaviate_vectorizer_modules_and_embeddings.md#144', 'weaviate_vectorizer_modules_and_embeddings.md#153', 'weaviate_vectorizer_modules_and_embeddings.md#152', 'weaviate_vectorizer_modules_and_embeddings.md#182', 'weaviate_vectorizer_modules_and_embeddings.md#186', 'weaviate_vectorizer_modules_and_embeddings.md#7', 'weaviate_vectorizer_modules_and_embeddings.md#187', 'weaviate_vectorizer_modules_and_embeddings.md#154', 'weaviate_vectorizer_modules_and_embeddings.md#192', 'weaviate_vectorizer_modules_and_embeddings.md#185', 'weaviate_vectorizer_modules_and_embeddings.md#183', 'weaviate_vectorizer_modules_and_embeddings.md#184', 'weaviate_vectorizer_modules_and_embeddings.md#138', 'weaviate_vectorizer_modules_and_embeddings.md#146', 'weaviate_vectorizer_modules_and_embeddings.md#1', 'weaviate_vectorizer_modules_and_embeddings.md#195', 'weaviate_vectorizer_modules_and_embeddings.md#194', 'weaviate_vectorizer_modules_and_embeddings.md#190', 'weaviate_vectorizer_modules_and_embeddings.md#155', 'weaviate_vectorizer_modules_and_embeddings.md#8']",1.0,1.0,1.0,1.0,1.0,1.0,7.03129218891263,3.204207867383957,10.235582944005728
q053,How do filters work in Weaviate queries?,['weaviate_filters_and_graphql_queries.md#0'],"['vector_db_filtering_payload_and_metadata_indexing.md#1', 'retrieval_self_query_and_metadata_filters.md#263', 'retrieval_self_query_and_metadata_filters.md#272', 'retrieval_self_query_and_metadata_filters.md#257', 'retrieval_self_query_and_metadata_filters.md#271', 'retrieval_self_query_and_metadata_filters.md#253', 'retrieval_self_query_and_metadata_filters.md#262', 'retrieval_self_query_and_metadata_filters.md#258', 'vector_db_filtering_payload_and_metadata_indexing.md#8', 'retrieval_self_query_and_metadata_filters.md#255', 'retrieval_self_query_and_metadata_filters.md#264', 'vector_db_filtering_payload_and_metadata_indexing.md#7', 'retrieval_self_query_and_metadata_filters.md#268', 'retrieval_self_query_and_metadata_filters.md#261', 'retrieval_self_query_and_metadata_filters.md#259', 'retrieval_self_query_and_metadata_filters.md#270', 'retrieval_self_query_and_metadata_filters.md#252', 'vector_db_filtering_payload_and_metadata_indexing.md#236', 'retrieval_self_query_and_metadata_filters.md#269', 'qdrant_collections_points_payloads_filters.md#300', 'qdrant_collections_points_payloads_filters.md#301', 'retrieval_self_query_and_metadata_filters.md#267', 'vector_db_filtering_payload_and_metadata_indexing.md#6', 'retrieval_self_query_and_metadata_filters.md#4', 'retrieval_self_query_and_metadata_filters.md#260', 'vector_db_filtering_payload_and_metadata_indexing.md#4', 'weaviate_filters_and_graphql_queries.md#205', 'retrieval_self_query_and_metadata_filters.md#256', 'vector_db_filtering_payload_and_metadata_indexing.md#239', 'retrieval_self_query_and_metadata_filters.md#251']",0.0,0.0,0.0,0.0,0.0,0.0,8.295374922454357,3.1744169536978006,11.46983401849866
q054,How does Weaviate handle sharding and replication for scaling?,['weaviate_scaling_sharding_replication.md#0'],"['distributed_systems_sharding_replication_consistent_hashing.md#224', 'distributed_systems_sharding_replication_consistent_hashing.md#225', 'qdrant_sharding_replication_and_routing.md#223', 'qdrant_sharding_replication_and_routing.md#217', 'qdrant_sharding_replication_and_routing.md#0', 'qdrant_sharding_replication_and_routing.md#224', 'distributed_systems_sharding_replication_consistent_hashing.md#217', 'weaviate_scaling_sharding_replication.md#24', 'weaviate_scaling_sharding_replication.md#20', 'weaviate_scaling_sharding_replication.md#21', 'distributed_systems_sharding_replication_consistent_hashing.md#218', 'distributed_systems_sharding_replication_consistent_hashing.md#223', 'weaviate_scaling_sharding_replication.md#29', 'qdrant_sharding_replication_and_routing.md#225', 'distributed_systems_sharding_replication_consistent_hashing.md#222', 'weaviate_scaling_sharding_replication.md#22', 'weaviate_scaling_sharding_replication.md#25', 'weaviate_scaling_sharding_replication.md#30', 'weaviate_scaling_sharding_replication.md#23', 'qdrant_sharding_replication_and_routing.md#206', 'weaviate_scaling_sharding_replication.md#17', 'qdrant_sharding_replication_and_routing.md#205', 'weaviate_scaling_sharding_replication.md#27', 'qdrant_sharding_replication_and_routing.md#207', 'weaviate_scaling_sharding_replication.md#176', 'weaviate_scaling_sharding_replication.md#158', 'distributed_systems_sharding_replication_consistent_hashing.md#185', 'weaviate_scaling_sharding_replication.md#14', 'qdrant_sharding_replication_and_routing.md#203', 'qdrant_sharding_replication_and_routing.md#210']",0.0,0.0,0.0,0.0,0.0,0.0,7.388666970655322,3.4300419501960278,10.818792041391134
q055,What are common Weaviate tuning and troubleshooting steps?,['weaviate_performance_tuning_and_troubleshooting.md#0'],"['qdrant_performance_tuning_and_troubleshooting.md#2', 'qdrant_performance_tuning_and_troubleshooting.md#6', 'qdrant_performance_tuning_and_troubleshooting.md#0', 'qdrant_performance_tuning_and_troubleshooting.md#8', 'qdrant_performance_tuning_and_troubleshooting.md#7', 'qdrant_performance_tuning_and_troubleshooting.md#9', 'qdrant_performance_tuning_and_troubleshooting.md#10', 'qdrant_performance_tuning_and_troubleshooting.md#1', 'qdrant_performance_tuning_and_troubleshooting.md#4', 'qdrant_performance_tuning_and_troubleshooting.md#11', 'embeddings_multilingual_and_domain_specific_models.md#354', 'qdrant_performance_tuning_and_troubleshooting.md#3', 'qdrant_performance_tuning_and_troubleshooting.md#12', 'qdrant_performance_tuning_and_troubleshooting.md#524', 'qdrant_performance_tuning_and_troubleshooting.md#526', 'qdrant_performance_tuning_and_troubleshooting.md#525', 'qdrant_performance_tuning_and_troubleshooting.md#523', 'benchmarking_rag_load_testing_and_experiment_design.md#216', 'benchmarking_rag_load_testing_and_experiment_design.md#212', 'benchmarking_rag_load_testing_and_experiment_design.md#214', 'benchmarking_rag_load_testing_and_experiment_design.md#230', 'benchmarking_rag_load_testing_and_experiment_design.md#402', 'benchmarking_rag_load_testing_and_experiment_design.md#211', 'observability_rag_tracing_logging_latency_breakdown.md#210', 'benchmarking_rag_load_testing_and_experiment_design.md#229', 'benchmarking_rag_load_testing_and_experiment_design.md#213', 'weaviate_vectorizer_modules_and_embeddings.md#20', 'embeddings_multilingual_and_domain_specific_models.md#350', 'benchmarking_rag_load_testing_and_experiment_design.md#231', 'embeddings_multilingual_and_domain_specific_models.md#353']",0.0,0.0,0.0,0.0,0.0,0.0,7.661249954253435,4.330582916736603,11.99195790104568
q056,What is pgvector and how do you index vectors in Postgres?,['pgvector_postgres_extension_indexing_ivfflat_hnsw.md#0'],"['pgvector_postgres_extension_indexing_ivfflat_hnsw.md#0', 'pgvector_filtering_transactions_and_consistency.md#21', 'pgvector_filtering_transactions_and_consistency.md#20', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#2', 'pgvector_filtering_transactions_and_consistency.md#23', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#593', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#587', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#585', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#592', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#588', 'pgvector_filtering_transactions_and_consistency.md#22', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#583', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#589', 'pgvector_filtering_transactions_and_consistency.md#10', 'pgvector_filtering_transactions_and_consistency.md#14', 'pgvector_performance_tuning_work_mem_maintenance.md#12', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#590', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#586', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#1', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#582', 'pgvector_filtering_transactions_and_consistency.md#19', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#581', 'pgvector_filtering_transactions_and_consistency.md#9', 'pgvector_filtering_transactions_and_consistency.md#7', 'pgvector_filtering_transactions_and_consistency.md#8', 'pgvector_filtering_transactions_and_consistency.md#11', 'pgvector_filtering_transactions_and_consistency.md#6', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#591', 'pgvector_filtering_transactions_and_consistency.md#18', 'pgvector_filtering_transactions_and_consistency.md#13']",1.0,1.0,1.0,1.0,1.0,1.0,7.142040878534317,4.232916980981827,11.375041911378503
q057,How do IVFFlat and HNSW differ in pgvector indexing?,['pgvector_postgres_extension_indexing_ivfflat_hnsw.md#0'],"['pgvector_postgres_extension_indexing_ivfflat_hnsw.md#583', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#586', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#581', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#585', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#579', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#578', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#592', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#580', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#582', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#577', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#593', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#590', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#588', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#587', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#589', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#576', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#591', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#569', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#572', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#570', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#573', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#567', 'vector_db_overview_indexes_hnsw_ivf_pq.md#265', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#584', 'vector_db_overview_indexes_hnsw_ivf_pq.md#263', 'vector_db_overview_indexes_hnsw_ivf_pq.md#264', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#571', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#568', 'vector_db_overview_indexes_hnsw_ivf_pq.md#258', 'vector_db_overview_indexes_hnsw_ivf_pq.md#261']",0.0,0.0,0.0,0.0,0.0,0.0,7.758249994367361,3.1036660075187683,10.86195814423263
q058,How do Postgres transactions and consistency impact vector search with pgvector?,['pgvector_filtering_transactions_and_consistency.md#0'],"['pgvector_postgres_extension_indexing_ivfflat_hnsw.md#0', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#2', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#585', 'pgvector_filtering_transactions_and_consistency.md#21', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#1', 'pgvector_filtering_transactions_and_consistency.md#20', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#586', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#592', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#587', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#588', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#593', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#583', 'pgvector_filtering_transactions_and_consistency.md#22', 'pgvector_filtering_transactions_and_consistency.md#23', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#590', 'pgvector_filtering_transactions_and_consistency.md#10', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#589', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#582', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#581', 'pgvector_performance_tuning_work_mem_maintenance.md#12', 'pgvector_filtering_transactions_and_consistency.md#9', 'pgvector_performance_tuning_work_mem_maintenance.md#10', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#591', 'weaviate_performance_tuning_and_troubleshooting.md#398', 'weaviate_performance_tuning_and_troubleshooting.md#373', 'weaviate_performance_tuning_and_troubleshooting.md#365', 'weaviate_performance_tuning_and_troubleshooting.md#397', 'pgvector_filtering_transactions_and_consistency.md#12', 'pgvector_filtering_transactions_and_consistency.md#14', 'pgvector_filtering_transactions_and_consistency.md#7']",0.0,0.0,0.0,0.0,0.0,0.0,7.357167080044746,3.1322911381721497,10.489541105926037
q059,"What Postgres settings affect vector search performance (work_mem, maintenance)?",['pgvector_performance_tuning_work_mem_maintenance.md#0'],"['pgvector_performance_tuning_work_mem_maintenance.md#78', 'pgvector_performance_tuning_work_mem_maintenance.md#77', 'pgvector_performance_tuning_work_mem_maintenance.md#80', 'pgvector_performance_tuning_work_mem_maintenance.md#83', 'pgvector_performance_tuning_work_mem_maintenance.md#74', 'pgvector_performance_tuning_work_mem_maintenance.md#81', 'pgvector_performance_tuning_work_mem_maintenance.md#76', 'pgvector_performance_tuning_work_mem_maintenance.md#42', 'pgvector_performance_tuning_work_mem_maintenance.md#84', 'pgvector_performance_tuning_work_mem_maintenance.md#85', 'pgvector_performance_tuning_work_mem_maintenance.md#79', 'pgvector_performance_tuning_work_mem_maintenance.md#75', 'pgvector_performance_tuning_work_mem_maintenance.md#46', 'pgvector_performance_tuning_work_mem_maintenance.md#61', 'pgvector_performance_tuning_work_mem_maintenance.md#82', 'pgvector_performance_tuning_work_mem_maintenance.md#57', 'pgvector_performance_tuning_work_mem_maintenance.md#86', 'pgvector_performance_tuning_work_mem_maintenance.md#45', 'pgvector_performance_tuning_work_mem_maintenance.md#54', 'pgvector_performance_tuning_work_mem_maintenance.md#72', 'pgvector_performance_tuning_work_mem_maintenance.md#43', 'pgvector_performance_tuning_work_mem_maintenance.md#40', 'pgvector_performance_tuning_work_mem_maintenance.md#49', 'pgvector_performance_tuning_work_mem_maintenance.md#50', 'pgvector_performance_tuning_work_mem_maintenance.md#55', 'pgvector_performance_tuning_work_mem_maintenance.md#44', 'pgvector_performance_tuning_work_mem_maintenance.md#73', 'pgvector_performance_tuning_work_mem_maintenance.md#38', 'pgvector_performance_tuning_work_mem_maintenance.md#90', 'pgvector_performance_tuning_work_mem_maintenance.md#100']",0.0,0.0,0.0,0.0,0.0,0.0,9.631542023271322,5.448583047837019,15.080208191648126
q060,What are basic Postgres scaling approaches like partitioning and replication?,['postgres_scaling_partitioning_replication_basics.md#0'],"['distributed_systems_sharding_replication_consistent_hashing.md#224', 'distributed_systems_sharding_replication_consistent_hashing.md#225', 'postgres_scaling_partitioning_replication_basics.md#206', 'postgres_scaling_partitioning_replication_basics.md#204', 'postgres_scaling_partitioning_replication_basics.md#205', 'postgres_scaling_partitioning_replication_basics.md#0', 'distributed_systems_sharding_replication_consistent_hashing.md#222', 'postgres_scaling_partitioning_replication_basics.md#674', 'distributed_systems_sharding_replication_consistent_hashing.md#218', 'distributed_systems_sharding_replication_consistent_hashing.md#223', 'distributed_systems_sharding_replication_consistent_hashing.md#217', 'postgres_scaling_partitioning_replication_basics.md#69', 'postgres_scaling_partitioning_replication_basics.md#68', 'distributed_systems_sharding_replication_consistent_hashing.md#219', 'postgres_scaling_partitioning_replication_basics.md#61', 'postgres_scaling_partitioning_replication_basics.md#60', 'postgres_scaling_partitioning_replication_basics.md#78', 'postgres_scaling_partitioning_replication_basics.md#79', 'postgres_scaling_partitioning_replication_basics.md#286', 'distributed_systems_sharding_replication_consistent_hashing.md#220', 'postgres_scaling_partitioning_replication_basics.md#66', 'postgres_scaling_partitioning_replication_basics.md#80', 'postgres_scaling_partitioning_replication_basics.md#63', 'postgres_scaling_partitioning_replication_basics.md#70', 'weaviate_scaling_sharding_replication.md#237', 'weaviate_scaling_sharding_replication.md#236', 'distributed_systems_sharding_replication_consistent_hashing.md#221', 'postgres_scaling_partitioning_replication_basics.md#202', 'postgres_scaling_partitioning_replication_basics.md#64', 'postgres_scaling_partitioning_replication_basics.md#118']",0.16666666666666666,0.0,0.0,0.0,1.0,1.0,8.55870801024139,4.553917096927762,13.11270915903151
q061,What is sharding and what problem does it solve in distributed systems?,['distributed_systems_sharding_replication_consistent_hashing.md#0'],"['qdrant_sharding_replication_and_routing.md#0', 'weaviate_scaling_sharding_replication.md#122', 'weaviate_scaling_sharding_replication.md#148', 'weaviate_scaling_sharding_replication.md#123', 'weaviate_scaling_sharding_replication.md#158', 'weaviate_scaling_sharding_replication.md#21', 'weaviate_scaling_sharding_replication.md#171', 'weaviate_scaling_sharding_replication.md#149', 'weaviate_scaling_sharding_replication.md#125', 'weaviate_scaling_sharding_replication.md#170', 'distributed_systems_sharding_replication_consistent_hashing.md#170', 'weaviate_scaling_sharding_replication.md#124', 'weaviate_scaling_sharding_replication.md#212', 'weaviate_scaling_sharding_replication.md#47', 'weaviate_scaling_sharding_replication.md#34', 'weaviate_scaling_sharding_replication.md#49', 'distributed_systems_sharding_replication_consistent_hashing.md#157', 'weaviate_scaling_sharding_replication.md#22', 'weaviate_scaling_sharding_replication.md#24', 'weaviate_scaling_sharding_replication.md#173', 'weaviate_scaling_sharding_replication.md#178', 'weaviate_scaling_sharding_replication.md#20', 'weaviate_scaling_sharding_replication.md#150', 'weaviate_scaling_sharding_replication.md#172', 'weaviate_scaling_sharding_replication.md#33', 'weaviate_scaling_sharding_replication.md#25', 'weaviate_scaling_sharding_replication.md#23', 'weaviate_scaling_sharding_replication.md#27', 'weaviate_scaling_sharding_replication.md#159', 'weaviate_scaling_sharding_replication.md#211']",0.0,0.0,0.0,0.0,0.0,0.0,7.80349993146956,4.598875064402819,12.40241713821888
q062,What is replication and what are typical consistency tradeoffs?,['distributed_systems_sharding_replication_consistent_hashing.md#0'],"['qdrant_sharding_replication_and_routing.md#25', 'qdrant_sharding_replication_and_routing.md#26', 'distributed_systems_sharding_replication_consistent_hashing.md#224', 'distributed_systems_sharding_replication_consistent_hashing.md#225', 'postgres_scaling_partitioning_replication_basics.md#284', 'postgres_scaling_partitioning_replication_basics.md#285', 'postgres_scaling_partitioning_replication_basics.md#286', 'postgres_scaling_partitioning_replication_basics.md#247', 'postgres_scaling_partitioning_replication_basics.md#281', 'postgres_scaling_partitioning_replication_basics.md#280', 'postgres_scaling_partitioning_replication_basics.md#291', 'postgres_scaling_partitioning_replication_basics.md#282', 'postgres_scaling_partitioning_replication_basics.md#288', 'postgres_scaling_partitioning_replication_basics.md#290', 'postgres_scaling_partitioning_replication_basics.md#289', 'postgres_scaling_partitioning_replication_basics.md#283', 'postgres_scaling_partitioning_replication_basics.md#287', 'weaviate_scaling_sharding_replication.md#237', 'weaviate_scaling_sharding_replication.md#236', 'postgres_scaling_partitioning_replication_basics.md#279', 'postgres_scaling_partitioning_replication_basics.md#326', 'postgres_scaling_partitioning_replication_basics.md#246', 'distributed_systems_sharding_replication_consistent_hashing.md#218', 'postgres_scaling_partitioning_replication_basics.md#248', 'distributed_systems_sharding_replication_consistent_hashing.md#217', 'postgres_scaling_partitioning_replication_basics.md#245', 'postgres_scaling_partitioning_replication_basics.md#249', 'postgres_scaling_partitioning_replication_basics.md#242', 'postgres_scaling_partitioning_replication_basics.md#327', 'distributed_systems_sharding_replication_consistent_hashing.md#222']",0.0,0.0,0.0,0.0,0.0,0.0,7.291458081454039,4.279624903574586,11.571124894544482
q063,What is consistent hashing and why is it used for routing?,['distributed_systems_sharding_replication_consistent_hashing.md#0'],"['distributed_systems_sharding_replication_consistent_hashing.md#250', 'distributed_systems_sharding_replication_consistent_hashing.md#251', 'distributed_systems_sharding_replication_consistent_hashing.md#224', 'distributed_systems_sharding_replication_consistent_hashing.md#225', 'distributed_systems_sharding_replication_consistent_hashing.md#229', 'distributed_systems_sharding_replication_consistent_hashing.md#231', 'distributed_systems_sharding_replication_consistent_hashing.md#228', 'distributed_systems_sharding_replication_consistent_hashing.md#230', 'distributed_systems_sharding_replication_consistent_hashing.md#241', 'distributed_systems_sharding_replication_consistent_hashing.md#239', 'distributed_systems_sharding_replication_consistent_hashing.md#237', 'distributed_systems_sharding_replication_consistent_hashing.md#249', 'distributed_systems_sharding_replication_consistent_hashing.md#233', 'distributed_systems_sharding_replication_consistent_hashing.md#234', 'distributed_systems_sharding_replication_consistent_hashing.md#238', 'distributed_systems_sharding_replication_consistent_hashing.md#240', 'distributed_systems_sharding_replication_consistent_hashing.md#226', 'distributed_systems_sharding_replication_consistent_hashing.md#236', 'distributed_systems_sharding_replication_consistent_hashing.md#227', 'distributed_systems_sharding_replication_consistent_hashing.md#244', 'distributed_systems_sharding_replication_consistent_hashing.md#242', 'distributed_systems_sharding_replication_consistent_hashing.md#243', 'distributed_systems_sharding_replication_consistent_hashing.md#248', 'distributed_systems_sharding_replication_consistent_hashing.md#246', 'distributed_systems_sharding_replication_consistent_hashing.md#235', 'distributed_systems_sharding_replication_consistent_hashing.md#218', 'distributed_systems_sharding_replication_consistent_hashing.md#232', 'distributed_systems_sharding_replication_consistent_hashing.md#217', 'distributed_systems_sharding_replication_consistent_hashing.md#245', 'distributed_systems_sharding_replication_consistent_hashing.md#200']",0.0,0.0,0.0,0.0,0.0,0.0,7.385709090158343,4.30245790630579,11.688207974657416
q064,What is fanout retrieval and how does it reduce tail latency?,['async_retrieval_fanout_gather_timeouts.md#0'],"['async_retrieval_fanout_gather_timeouts.md#190', 'qdrant_performance_tuning_and_troubleshooting.md#167', 'async_retrieval_fanout_gather_timeouts.md#204', 'async_retrieval_fanout_gather_timeouts.md#205', 'async_retrieval_fanout_gather_timeouts.md#192', 'async_retrieval_fanout_gather_timeouts.md#191', 'async_retrieval_fanout_gather_timeouts.md#203', 'async_retrieval_fanout_gather_timeouts.md#194', 'qdrant_performance_tuning_and_troubleshooting.md#132', 'weaviate_performance_tuning_and_troubleshooting.md#130', 'qdrant_performance_tuning_and_troubleshooting.md#133', 'async_retrieval_fanout_gather_timeouts.md#189', 'qdrant_performance_tuning_and_troubleshooting.md#134', 'qdrant_performance_tuning_and_troubleshooting.md#165', 'weaviate_performance_tuning_and_troubleshooting.md#127', 'weaviate_performance_tuning_and_troubleshooting.md#131', 'async_retrieval_fanout_gather_timeouts.md#196', 'qdrant_performance_tuning_and_troubleshooting.md#200', 'qdrant_performance_tuning_and_troubleshooting.md#109', 'qdrant_performance_tuning_and_troubleshooting.md#154', 'async_retrieval_fanout_gather_timeouts.md#147', 'weaviate_performance_tuning_and_troubleshooting.md#126', 'async_retrieval_fanout_gather_timeouts.md#195', 'qdrant_performance_tuning_and_troubleshooting.md#201', 'async_retrieval_fanout_gather_timeouts.md#193', 'async_retrieval_fanout_gather_timeouts.md#148', 'qdrant_performance_tuning_and_troubleshooting.md#155', 'async_retrieval_fanout_gather_timeouts.md#160', 'async_retrieval_fanout_gather_timeouts.md#11', 'async_retrieval_fanout_gather_timeouts.md#186']",0.0,0.0,0.0,0.0,0.0,0.0,7.405542070046067,4.455249989405274,11.860874947160482
q065,How do timeouts and cancellation work in async fanout retrieval?,['async_retrieval_fanout_gather_timeouts.md#0'],"['async_retrieval_fanout_gather_timeouts.md#191', 'async_retrieval_fanout_gather_timeouts.md#190', 'async_retrieval_fanout_gather_timeouts.md#164', 'async_retrieval_fanout_gather_timeouts.md#239', 'async_retrieval_fanout_gather_timeouts.md#240', 'async_retrieval_fanout_gather_timeouts.md#195', 'async_retrieval_fanout_gather_timeouts.md#189', 'async_retrieval_fanout_gather_timeouts.md#165', 'async_retrieval_fanout_gather_timeouts.md#167', 'async_retrieval_fanout_gather_timeouts.md#192', 'async_retrieval_fanout_gather_timeouts.md#196', 'async_retrieval_fanout_gather_timeouts.md#166', 'async_retrieval_fanout_gather_timeouts.md#163', 'async_retrieval_fanout_gather_timeouts.md#450', 'async_retrieval_fanout_gather_timeouts.md#451', 'async_retrieval_fanout_gather_timeouts.md#194', 'async_retrieval_fanout_gather_timeouts.md#203', 'async_retrieval_fanout_gather_timeouts.md#149', 'async_retrieval_fanout_gather_timeouts.md#169', 'async_retrieval_fanout_gather_timeouts.md#186', 'async_retrieval_fanout_gather_timeouts.md#174', 'async_retrieval_fanout_gather_timeouts.md#448', 'async_retrieval_fanout_gather_timeouts.md#185', 'async_retrieval_fanout_gather_timeouts.md#205', 'async_retrieval_fanout_gather_timeouts.md#430', 'async_retrieval_fanout_gather_timeouts.md#204', 'async_retrieval_fanout_gather_timeouts.md#183', 'async_retrieval_fanout_gather_timeouts.md#172', 'async_retrieval_fanout_gather_timeouts.md#184', 'async_retrieval_fanout_gather_timeouts.md#187']",0.0,0.0,0.0,0.0,0.0,0.0,8.557708002626896,3.2401669304817915,11.797958984971046
q066,What is multi-index routing in distributed RAG architectures?,['distributed_rag_architectures_multi_index_routing.md#0'],"['distributed_rag_architectures_multi_index_routing.md#0', 'distributed_rag_architectures_multi_index_routing.md#186', 'distributed_rag_architectures_multi_index_routing.md#187', 'distributed_rag_architectures_multi_index_routing.md#196', 'distributed_rag_architectures_multi_index_routing.md#206', 'distributed_rag_architectures_multi_index_routing.md#188', 'distributed_rag_architectures_multi_index_routing.md#205', 'distributed_rag_architectures_multi_index_routing.md#222', 'distributed_rag_architectures_multi_index_routing.md#261', 'distributed_rag_architectures_multi_index_routing.md#204', 'distributed_rag_architectures_multi_index_routing.md#203', 'distributed_rag_architectures_multi_index_routing.md#197', 'distributed_rag_architectures_multi_index_routing.md#189', 'distributed_rag_architectures_multi_index_routing.md#208', 'distributed_rag_architectures_multi_index_routing.md#210', 'distributed_rag_architectures_multi_index_routing.md#209', 'distributed_rag_architectures_multi_index_routing.md#212', 'distributed_rag_architectures_multi_index_routing.md#223', 'distributed_rag_architectures_multi_index_routing.md#262', 'distributed_rag_architectures_multi_index_routing.md#214', 'distributed_rag_architectures_multi_index_routing.md#213', 'distributed_rag_architectures_multi_index_routing.md#229', 'distributed_rag_architectures_multi_index_routing.md#217', 'distributed_rag_architectures_multi_index_routing.md#199', 'distributed_rag_architectures_multi_index_routing.md#198', 'distributed_rag_architectures_multi_index_routing.md#228', 'distributed_rag_architectures_multi_index_routing.md#215', 'distributed_rag_architectures_multi_index_routing.md#190', 'distributed_rag_architectures_multi_index_routing.md#216', 'distributed_rag_architectures_multi_index_routing.md#200']",1.0,1.0,1.0,1.0,1.0,1.0,7.629124913364649,3.9806251879781485,11.609834153205156
